speech 1 |thank*1|
anything we’ll |be*1|
we’ll be |filing*1|
be filing |it*1|
filing it |right*1|
it right |on*1|
on time |on*1|we*1|
need anything |and*1|
was even |reported*1|
even reported |incorrectly*1|
reported incorrectly |yesterday*1|
incorrectly yesterday |because*1|
yesterday because |they*1|
they said |he*1|
had assets |of*1|
assets of |9*1|
of 9 |billion*1|
9 billion |240*1|so*1|
billion so |i*1|
said ph |no*1|
ph no |that’s*1|
no that’s |the*1|
wrong number |not*1|that’s*1|
number that’s |the*1|
number not |assets*1|
not assets |not*1|so*1|
assets so |they*1|
together this |and*1|statement*1|
and before |i*1|
this i |made*1|
the oldfashioned |way*1|
oldfashioned way |it’s*1|
it’s real |estate*2|
estate you |know*1|
estate it’s |labor*1|
it’s labor |and*1|
labor and |it’s*1|
it’s unions |good*1|
unions good |and*1|
some bad |and*1|
bad and |lots*1|
and lots |of*2|
aren’t in |unions*1|
in unions |and*1|
unions and |it’s*1|
it’s all |over*1|
and building |all*1|
have assets |—*1|
assets — |big*1|trump*1|
— big |accounting*1|
big accounting |firm*1|
firm one |of*1|
most highly |respected*1|sought*2|
highly respected |—*1|
respected — |9*1|
— 9 |billion*1|
billion 240 |million*1|
240 million |dollars*1|
million dollars |and*1|
have liabilities |of*1|
liabilities of |about*1|
of about |500*1|
about 500 |million*1|
500 million |ph*1|
million ph |that’s*1|
ph that’s |longterm*1|
that’s longterm |debt*1|
longterm debt |very*1|
debt very |low*1|
very low |interest*1|
low interest |rates*2|
interest rates |in*1|we*1|
rates in |fact*1|
fact one |of*1|
big banks |came*1|
banks came |to*1|
came to |me*1|
said donald |what*1|you*1|
donald you |don’t*1|
have enough |borrowings*1|
enough borrowings |could*1|
borrowings could |we*1|
we loan |you*1|
loan you |4*1|
you 4 |billion*1|
4 billion |i*1|
billion i |said*1|
want it |and*1|but*1|
been there |for*1|i*1|
there i |don’t*1|
in two |seconds*1|
two seconds |they*1|
seconds they |give*1|
they give |me*1|
me whatever |i*1|
whatever i |wanted*1|
i wanted |so*1|
wanted so |i*1|
total net |worth*2|
the increase |it’ll*1|
increase it’ll |be*1|
it’ll be |wellover*1|
be wellover |10*1|
wellover 10 |billion*1|
10 billion |but*1|it’s*1|
billion but |here*1|
but here |a*1|
here a |total*1|
worth of |—*1|
of — |net*1|tremendous*1|
— net |worth*1|
worth not |assets*1|
assets not |—*1|
not — |a*1|look*1|
a net |worth*1|
worth after |all*1|
after all |debt*1|expenses*1|
all debt |after*1|
debt after |all*1|
all expenses |the*1|
expenses the |greatest*1|
greatest assets |—*1|
— trump |tower*1|
tower 1290 |avenue*1|
americas bank |of*1|
in san |francisco*1|
san francisco |40*1|
francisco 40 |wall*1|
40 wall |street*1|
street sometimes |referred*1|
sometimes referred |to*1|
referred to |as*1|
to as |the*1|
trump building |right*1|
building right |opposite*1|
york — |many*1|
— many |other*1|
places all |over*1|
the total |is*1|
total is |873754000*1|
is 873754000 |now*1|
873754000 now |i’m*1|
brag because |you*1|
brag i |don’t*1|
to believe |but*1|it*1|
not i’m |doing*1|
that that’s |the*1|
thinking our |country*1|
country needs |we*1|
needs we |need*1|
need that |thinking*1|
that thinking |we*1|
thinking we |have*2|
opposite thinking |we*1|
have losers |we*2|
losers we |have*2|
are morally |corrupt*1|
morally corrupt |we*1|
corrupt we |have*1|
are selling |this*1|
country down |the*1|
the drain |so*1|
drain so |i*1|
this statement |and*1|
statement and |the*1|
only reason |i’m*1|
reason i’m |telling*1|
you about |it*1|
it today |is*1|
today is |because*1|
is because |we*1|
get going |because*1|
going because |if*1|
because if |we*1|
another three |or*1|
three or |four*1|
or four |years*1|
years — |you*1|
know we’re |at*1|building*1|talking*1|
we’re at |8*1|
at 8 |trillion*1|
8 trillion |now*1|
trillion now |we’re*1|
we’re soon |going*1|
soon going |to*1|
at 20 |trilliontrump*1|
20 trilliontrump |according*1|
trilliontrump according |to*1|
according to |the*1|
the economists |—*1|
economists — |who*1|
— who |i’m*1|
who i’m |not*1|
not big |believers*1|
big believers |in*1|
believers in |but*1|
in but |nevertheless*1|
but nevertheless |this*1|
nevertheless this |is*1|
is what |they’re*1|
saying — |that*1|
— that |24*1|would*1|
that 24 |trillion*1|
24 trillion |we*1|—*1|
trillion — |we’re*1|
— we’re |going*1|the*1|very*1|
we’re very |close*1|
very close |—*1|
close — |that’s*1|
the point |of*1|
point of |no*1|
of no |return*1|
no return |24*1|
return 24 |trillion*1|
there soon |that’s*1|
soon that’s |when*1|
that’s when |we*2|
we become |a*1|greece*1|
become greece |that’s*1|
greece that’s |when*1|
country that’s |unsalvageable*1|
that’s unsalvageable |and*1|
unsalvageable and |we’re*1|
gonna be |the*1|there*2|
there very |soon*2|
very soon |i*1|we’re*1|
soon we’re |gonna*1|
soon i |will*1|
will immediately |terminate*1|
immediately terminate |president*1|
terminate president |obama’s*1|
obama’s illegal |executive*1|
illegal executive |order*1|
order on |immigration*1|
immigration immediately |fully*1|
immediately fully |support*1|
fully support |and*1|
support and |back*1|
and back |up*1|
back up |the*1|
amendment now |it’s*1|
now it’s |very*1|
very interesting |so*1|today*1|
interesting today |i*1|
i heard |it*1|
heard it |through*1|
it through |stupidity*1|
through stupidity |in*1|
stupidity in |a*1|
hard core |prison*1|
core prison |interestingly*1|
prison interestingly |named*1|
interestingly named |clinton*1|
named clinton |two*1|
clinton two |vicious*1|
two vicious |murderers*1|people*1|
vicious murderers |two*1|
murderers two |vicious*1|
vicious people |escaped*1|
people escaped |and*1|
escaped and |nobody*1|
knows where |they*1|
woman was |on*1|
television this |morning*1|
this morning |and*1|
and she |said*2|was*1|
she said |you*2|
know mr |trump*2|
trump and |she*1|
was telling |other*1|
telling other |people*1|
actually called |her*1|
called her |and*1|
her and |she*1|
i always |was*1|
always was |against*1|
against guns |i*1|
guns i |didn’t*1|
didn’t want |guns*1|
want guns |and*1|
now since |this*1|
since this |happened*1|
this happened |—*1|
happened — |it’s*1|
it’s up |in*1|
up in |the*1|
the prison |area*1|
prison area |—*1|
area — |my*1|
— my |husband*1|
my husband |and*1|
husband and |i*1|
i are |finally*1|
are finally |in*1|
finally in |agreement*1|
in agreement |because*1|
agreement because |he*1|
wanted the |guns*1|
the guns |we*1|
guns we |now*1|
we now |have*1|
now have |a*1|
a gun |on*1|
gun on |every*1|
every table |we’re*1|
table we’re |ready*1|
we’re ready |to*1|
start shooting |i*1|
shooting i |said*1|
said very |interesting*1|
interesting so |protect*1|
so protect |the*1|
protect the |second*1|
amendment end |—*1|
end — |education*1|end*1|
— end |common*1|
end common |core*1|
core common |core*1|
core should |—*1|
should — |it*1|
— it |bothers*1|is*1|
disaster bush |is*1|
bush is |totally*1|
core i |don’t*1|
don’t see |how*1|
how he |can*1|
he can |possibly*1|
can possibly |get*1|
possibly get |the*1|
the nomination |he’s*1|
nomination he’s |weak*1|
he’s weak |on*1|
immigration he’s |in*1|
he’s in |favor*1|
core how |the*1|
how the |hell*1|
hell can |you*1|
you vote |for*1|
this guy |you*1|
guy you |just*1|
to end |—*1|
— education |has*1|
education has |to*1|
local rebuild |the*1|
rebuild the |country’s*1|
country’s infrastructure |nobody*1|
infrastructure nobody |can*1|
nobody can |do*1|
that like |me*1|
me believe |me*1|
me it |will*1|
done on |time*1|
on budget |way*1|
budget way |below*1|
way below |cost*1|what*1|
below cost |way*1|
cost way |below*1|
below what |anyone*1|
what anyone |ever*1|
anyone ever |thought*1|
ever thought |i*1|
thought i |look*1|
the roads |being*1|
roads being |built*1|
being built |all*1|
built all |over*1|
for onethird |what*1|
onethird what |they*1|
is unbelievable |how*1|
unbelievable how |bad*1|
bad you |know*1|
we’re building |on*1|
building on |pennsylvania*1|
avenue the |old*1|
office we’re |converting*1|
we’re converting |it*1|
converting it |into*1|
into one |of*1|
the world’s |great*1|
world’s great |hotels*1|
hotels it’s |gonna*1|
in washington |dc*1|the*1|
washington dc |we*1|
dc we |got*1|
the general |services*2|
general services |administration*1|we*1|who*1|
services administration |in*1|
administration in |washington*1|
washington the |obama*1|
the obama |administration*1|
obama administration |we*1|
it it |was*1|
highly sought |after*2|
sought after |project*1|—*1|
after — |or*1|
— or |one*1|the*1|
or one |of*1|
think the |most*1|
after project |in*1|
project in |the*1|
of general |services*1|
services we |got*1|
it people |have*1|were*1|
were shocked |trump*1|
shocked trump |got*1|
trump got |it*1|
for two |reasons*2|
two reasons |number*1|we’re*1|
one we’re |really*1|
we’re really |good*1|
really good |for*1|number*1|plan*1|
good number |two*1|
two we |had*1|
good plan |and*1|
i’ll add |in*1|
add in |the*1|
the third |we*1|
third we |had*1|
great financial |statement*1|
statement because |i*1|the*1|
services who |are*1|
who are |being*1|terrific*1|
are terrific |people*1|
terrific people |by*1|
people by |the*1|
and talented |people*1|
great job |and*1|
make sure |it*1|
sure it |got*1|
it got |built*1|
got built |so*1|
built so |we*1|
roadways our |airports*1|
airports you |come*1|
you come |into*1|to*1|
come into |la*1|
into la |guardia*1|
la guardia |airport*1|
guardia airport |it’s*1|
airport it’s |like*1|
like we’re |in*1|
world country |and*1|you*1|
the patches |and*1|
patches and |the*1|
the 40yearold |floor*1|
40yearold floor |they*1|
floor they |throw*1|
they throw |down*1|you*1|
throw down |asphalt*1|
down asphalt |and*1|
asphalt and |they*1|
throw you |look*1|
these airports |we*1|
airports we |are*1|have*1|
in from |china*1|different*1|qatar*1|
from qatar |and*1|
qatar and |i*1|
from different |places*1|
places and |it’s*1|they*1|
incredible airports |in*1|
come to |back*1|
to back |to*1|
have lax |disaster*1|
lax disaster |you*1|
disaster you |have*1|
these disastrous |airports*1|
disastrous airports |we*1|
infrastructure save |medicare*1|
save medicare |medicaid*1|
medicare medicaid |and*1|
medicaid and |social*1|
and social |security*1|
security without |cuts*1|
without cuts |have*1|
cuts have |to*1|
it get |rid*1|
fraud get |rid*1|
waste and |abuse*1|
and abuse |but*1|
abuse but |save*1|
but save |it*1|
people have |been*1|
paying it |for*1|
now many |of*1|
these candidates |want*1|
candidates want |to*1|
it you |save*1|
you save |it*1|
it by |making*1|
by making |the*1|us*1|
making the |united*1|
states by |making*1|
making us |rich*1|
us rich |again*1|
again by |taking*1|
by taking |back*1|
taking back |all*1|
back all |of*1|
money that’s |being*1|
that’s being |lost*1|
being lost |renegotiate*1|
lost renegotiate |our*1|
renegotiate our |foreign*1|
foreign trade |deals*1|
deals reduce |our*1|
reduce our |18*1|
our 18 |trillion*1|
debt because |believe*1|
because believe |me*1|
me we’re |going*1|in*1|
a bubble |because*1|we*1|
bubble we |have*1|
have artificially |low*1|
artificially low |interest*1|
rates we |have*1|
a stock |market*2|
stock market |that*2|
market that |frankly*1|is*1|
that frankly |has*1|
frankly has |been*1|
been good |to*1|
i still |hate*1|
still hate |to*1|
see what’s |happening*1|
happening we |have*1|
so bloated |be*1|
bloated be |careful*1|
careful of |a*1|
bubble because |what*1|
because what |you’ve*1|
what you’ve |got*1|seen*1|
you’ve seen |in*1|what’s*1|
the past |might*1|
past might |be*1|
be small |potatoes*1|
potatoes compared |to*1|
compared to |what*1|
to what |happens*1|
happens so |be*1|
so be |very*1|
careful and |strengthen*1|
and strengthen |our*1|
strengthen our |military*1|
and take |care*1|
vets so |so*1|
important speech |7*1|
speech 7 |chris*1|
7 chris |thank*1|
chris thank |you*1|
much i |appreciate*1|
it this |has*1|
been an |amazing*2|
amazing evening |already*1|
evening already |we’ve*1|
already we’ve |won*1|
we’ve won |five*1|
won five |major*1|
five major |states*1|
major states |and*1|it’s*1|
could win |six*1|
win six |or*1|
six or |seven*1|
or seven |or*1|
seven or |eight*1|
or eight |or*1|
eight or |nine*1|
or nine |it’s*1|
nine it’s |really*1|
it’s really |been*2|
really been |great*1|—*1|
been — |it’s*1|
to congratulation |ted*1|
congratulation ted |on*1|
ted on |the*1|
the winning |of*1|
winning of |texas*1|
texas he |worked*1|
he worked |actually*1|hard*2|
worked hard |he*1|on*1|
hard on |he*1|
on he |—*1|
he — |i*1|it*1|
how hard |he*1|ted*1|
worked actually |and*1|
actually and |so*1|
i congratulate |ted*1|
congratulate ted |because*1|cruz*1|
ted cruz |on*1|
cruz on |that*1|
that win |that*1|
win that |was*1|
was an |excellent*1|exciting*1|
an excellent |win*1|
excellent win |we’re*1|
win we’re |going*1|
i watched |hillary’s*1|the*1|
watched hillary’s |speech*1|
hillary’s speech |and*1|
speech and |she’s*1|
and she’s |talking*1|
she’s talking |about*1|
about wages |have*1|
wages have |been*1|
been poor |and*1|
poor and |everything’s*2|
and everything’s |doing*1|poor*1|
everything’s poor |and*1|
everything’s doing |badly*1|
doing badly |but*1|
badly but |we’re*1|
it — |and*1|she’s*1|
— she’s |been*1|
she’s been |there*1|
there for |so*1|
for so |long*1|
so long |i*1|
long i |mean*1|
mean if |she*1|
if she |hasn’t*1|
she hasn’t |straightened*1|
hasn’t straightened |it*1|
straightened it |out*1|
out by |now*1|
by now |she’s*1|
now she’s |not*1|
she’s not |going*1|
to straighten |it*1|
straighten it |out*1|
out in |the*1|
next four |years*1|
years it’s |just*1|
to become |worse*1|
become worse |and*1|
worse and |worse*1|
and worse |she*1|
worse she |wants*1|
she wants |to*1|
america whole |again*2|
whole again |and*1|so*1|
i’m trying |to*1|
to figure |out*1|
figure out |what*1|
out what |is*1|
all about |make*1|
about make |america*1|
again is |going*1|
be much |better*1|
than making |america*1|
making america |whole*1|
that this |was*1|
an exciting |evening*1|
exciting evening |it’s*1|
evening it’s |so*1|
so great |to*2|
in florida |all*1|it’s*1|remember*1|the*1|we’ve*1|
florida it’s |so*1|
at maralago |with*1|
maralago with |friends*1|
with friends |and*1|
the press |a*1|and*1|have*1|refused*1|
press and |the*1|
the media |and*1|
media and |everybody*1|
very tough |night*1|
tough night |but*1|for*1|
night for |marco*1|
for marco |rubio*1|
marco rubio |he*1|the*1|
a tough |night*1|
night but |he*1|
he spent |a*1|
spent a |lot*1|
money he |is*1|
a lightweight |as*1|
lightweight as |i’ve*1|
as i’ve |said*1|
i’ve said |it*1|many*1|
said many |times*1|
times before |but*1|
before but |you*1|
to florida |or*1|we’re*1|
florida we’re |going*1|
to spend |a*1|so*1|
spend so |much*1|
much time |in*1|
florida we’ve |got*1|
got about |a*1|
about a |20point*1|friend*1|
a 20point |lead*1|
20point lead |i*1|
lead i |know*1|
of groups |a*1|
groups a |lot*1|
lobbyists and |the*1|
have their |little*1|
their little |senator*1|
little senator |do*1|
senator do |exactly*1|
do exactly |as*1|
exactly as |they*1|
as they |want*1|
want they’re |going*1|
put 20 |million*1|
20 million |or*1|
million or |25*1|
or 25 |million*1|
25 million |into*1|
into it |over*1|
next two |weeks*1|
weeks from |what*1|
what just |came*1|
just came |over*1|
came over |the*1|
the wires |and*1|
wires and |frankly*1|
and frankly |i*1|
think that’s |fine*1|frankly*1|
fine as |far*1|
as far |as*1|
far as |i’m*1|
as i’m |concerned*1|
i’m concerned |it’s*1|
concerned it’s |fine*1|
it’s fine |and*1|
fine and |if*1|
he wins |they’ll*1|
wins they’ll |have*1|
they’ll have |totally*1|
have totally |controlled*1|
totally controlled |—*1|
controlled — |total*1|
— total |control*1|
total control |but*1|
control but |he’s*1|
